name,playcount,listeners,url
Big Thief,25650736,528211,https://www.last.fm/music/Big+Thief
The Game,38131923,2480635,https://www.last.fm/music/The+Game
Limp Bizkit,88759805,2652043,https://www.last.fm/music/Limp+Bizkit
James Arthur,20570250,982802,https://www.last.fm/music/James+Arthur
Iron Maiden,195408279,2428558,https://www.last.fm/music/Iron+Maiden
Evanescence,119495598,2796032,https://www.last.fm/music/Evanescence
Azealia Banks,39960589,917040,https://www.last.fm/music/Azealia+Banks
Fergie,29140727,2326301,https://www.last.fm/music/Fergie
NCT 127,50951482,343702,https://www.last.fm/music/NCT+127
Kiss,56889742,2072751,https://www.last.fm/music/Kiss
The Black Keys,150936550,2551876,https://www.last.fm/music/The+Black+Keys
Young Nudy,14972530,354010,https://www.last.fm/music/Young+Nudy
Prince,60159727,2188603,https://www.last.fm/music/Prince
Internet Money,12384142,552519,https://www.last.fm/music/Internet+Money
Milky Chance,20583778,1015935,https://www.last.fm/music/Milky+Chance
Jeremy Zucker,22134858,606834,https://www.last.fm/music/Jeremy+Zucker
Journey,36364734,2181375,https://www.last.fm/music/Journey
Bo Burnham,35155764,524644,https://www.last.fm/music/Bo+Burnham
Alec Benjamin,18825847,616177,https://www.last.fm/music/Alec+Benjamin
Oliver Tree,19905443,656874,https://www.last.fm/music/Oliver+Tree
Kim Petras,36371420,488675,https://www.last.fm/music/Kim+Petras
Kehlani,25452848,764383,https://www.last.fm/music/Kehlani
Dire Straits,70016556,2523006,https://www.last.fm/music/Dire+Straits
Destroy Lonely,15330921,155990,https://www.last.fm/music/Destroy+Lonely
Exo,82262701,457774,https://www.last.fm/music/Exo
Anitta,60120014,568836,https://www.last.fm/music/Anitta
Anderson .Paak,31995639,721753,https://www.last.fm/music/Anderson+.Paak
Grouplove,23657520,1383651,https://www.last.fm/music/Grouplove
Offset,9326676,504309,https://www.last.fm/music/Offset
Montell Fish,3825723,264687,https://www.last.fm/music/Montell+Fish
Dove Cameron,7262076,440008,https://www.last.fm/music/Dove+Cameron
Johnny Cash,121606194,3206280,https://www.last.fm/music/Johnny+Cash
Akon,31030467,2458300,https://www.last.fm/music/Akon
Whitney Houston,34449746,2137533,https://www.last.fm/music/Whitney+Houston
Tay-K,11295799,356373,https://www.last.fm/music/Tay-K
Simon & Garfunkel,77700297,2760196,https://www.last.fm/music/Simon+&+Garfunkel
Three Days Grace,101001081,2616025,https://www.last.fm/music/Three+Days+Grace
Gotye,35853674,1920206,https://www.last.fm/music/Gotye
J-Hope,102303828,333252,https://www.last.fm/music/J-Hope
AJR,21420686,654675,https://www.last.fm/music/AJR
Hotel Ugly,2361159,220803,https://www.last.fm/music/Hotel+Ugly
Mura Masa,13248831,699778,https://www.last.fm/music/Mura+Masa
88Rising,350681104,2829506,https://www.last.fm/music/The+Weeknd
Vundabar,662315622,5682919,https://www.last.fm/music/Kanye+West
bbno$,881965395,3514400,https://www.last.fm/music/Taylor+Swift
Bizarrap,298931381,2655015,https://www.last.fm/music/Kendrick+Lamar
George Michael,470711387,4646114,https://www.last.fm/music/Arctic+Monkeys
Jessie J,356533793,4597148,https://www.last.fm/music/Drake
Death Cab for Cutie,179070628,1623581,https://www.last.fm/music/Harry+Styles
Macklemore & Ryan Lewis,286555605,1949903,"https://www.last.fm/music/Tyler,+the+Creator"
Beastie Boys,215137978,1890101,https://www.last.fm/music/Billie+Eilish
ROAR,498575996,2998769,https://www.last.fm/music/Lana+Del+Rey
The Mamas & the Papas,275627496,2305255,https://www.last.fm/music/Frank+Ocean
John Lennon,63822291,1098454,https://www.last.fm/music/Steve+Lacy
The Cardigans,166424278,1621197,https://www.last.fm/music/Doja+Cat
Beck,284095891,5739061,https://www.last.fm/music/Rihanna
Jennifer Lopez,485511332,6553947,https://www.last.fm/music/Coldplay
100 gecs,370000030,2332104,https://www.last.fm/music/Ariana+Grande
Interpol,653333730,5661876,https://www.last.fm/music/Radiohead
Cuco,119430745,1353375,https://www.last.fm/music/Joji
Selena Gomez & the Scene,126093622,1919207,https://www.last.fm/music/The+Neighbourhood
Crush,258667718,4593868,https://www.last.fm/music/Gorillaz
Cochise,453151138,4941605,https://www.last.fm/music/Lady+Gaga
Daddy Yankee,164704210,2187752,https://www.last.fm/music/Tame+Impala
NF,132858682,1784606,https://www.last.fm/music/Post+Malone
Suki Waterhouse,273185163,4565379,https://www.last.fm/music/Beyonc%C3%A9
The Backseat Lovers,122617582,1942676,https://www.last.fm/music/Childish+Gambino
The Kooks,300963070,5626337,https://www.last.fm/music/Eminem
Ashnikko,113697519,3030341,https://www.last.fm/music/Bruno+Mars
Salvia Palth,255222303,3377354,https://www.last.fm/music/Paramore
Freddie Dredd,301858177,5268369,https://www.last.fm/music/Nirvana
Destiny's Child,230827602,4799990,https://www.last.fm/music/Katy+Perry
Gesaffelstein,137445761,2992056,https://www.last.fm/music/Nicki+Minaj
G-Eazy,167401906,1973772,https://www.last.fm/music/Mac+Miller
Pavement,105566146,1138758,https://www.last.fm/music/Travis+Scott
King Gizzard & The Lizard Wizard,59884028,1779681,https://www.last.fm/music/Sam+Smith
Noah Cyrus,157713426,1105964,https://www.last.fm/music/Mitski
Psy,259761044,5065326,https://www.last.fm/music/Queen
Neutral Milk Hotel,120861682,1244624,https://www.last.fm/music/Olivia+Rodrigo
Strawberry Guy,132759681,4119541,https://www.last.fm/music/Jay-Z
Ty Dolla $ign,655287569,4596608,https://www.last.fm/music/The+Beatles
Soundgarden,110774598,3203610,https://www.last.fm/music/Calvin+Harris
Kylie Minogue,200635351,965667,https://www.last.fm/music/Playboi+Carti
Jimmy Eat World,70085663,1498589,https://www.last.fm/music/Lil+Nas+X
Christina Aguilera,186859498,2201428,https://www.last.fm/music/Lorde
Sean Paul,143717030,1674565,https://www.last.fm/music/Dua+Lipa
Madison Beer,229260919,3027331,https://www.last.fm/music/The+Smiths
Tyga,120568469,1275365,https://www.last.fm/music/xxxtentacion
Sum 41,150876348,2683520,https://www.last.fm/music/Ed+Sheeran
ruth b.,116737202,2442263,https://www.last.fm/music/J.+Cole
GoldLink,159117923,3366887,https://www.last.fm/music/Kid+Cudi
Niki,85653311,3464607,https://www.last.fm/music/Elton+John
FINNEAS,126428593,2725326,https://www.last.fm/music/Justin+Bieber
NMixx,67145376,1138156,https://www.last.fm/music/Clairo
Bruce Springsteen,119047134,1769201,https://www.last.fm/music/A$AP+Rocky
Lil Durk,139586358,2597754,https://www.last.fm/music/Imagine+Dragons
Coin,94478658,1360316,https://www.last.fm/music/Mac+DeMarco
Phoenix,147515415,881034,https://www.last.fm/music/BLACKPINK
Kordhell,116399492,1512697,https://www.last.fm/music/Future
B.o.B,115220828,3623890,https://www.last.fm/music/David+Guetta
Neon Trees,174075382,4488336,https://www.last.fm/music/Michael+Jackson
Duran Duran,188561985,3832406,https://www.last.fm/music/Adele
Billy Idol,82426018,1279413,https://www.last.fm/music/SZA
The Internet,156234931,4502352,https://www.last.fm/music/Maroon+5
The Drums,248452082,4035172,https://www.last.fm/music/The+Strokes
Bob Marley & The Wailers,72217386,1157399,https://www.last.fm/music/Kali+Uchis
Poppy,58777962,1054538,https://www.last.fm/music/Rex+Orange+County
Gracie Abrams,146136780,3028863,https://www.last.fm/music/Miley+Cyrus
Ashe,118260160,2997207,https://www.last.fm/music/Fleetwood+Mac
Nickelback,357817841,5372716,https://www.last.fm/music/Red+Hot+Chili+Peppers
The xx,132868941,1108981,https://www.last.fm/music/LIL+UZI+VERT
Jhené Aiko,56470670,757610,https://www.last.fm/music/Baby+Keem
Smino,210269864,3634776,https://www.last.fm/music/The+Cure
Bones,62231793,995171,https://www.last.fm/music/Conan+Gray
Ozzy Osbourne,201162047,1157473,https://www.last.fm/music/Juice+WRLD
Young the Giant,52310850,1008302,https://www.last.fm/music/Cigarettes+After+Sex
Hole,265562629,4189704,https://www.last.fm/music/Britney+Spears
Wu-Tang Clan,255296267,4062693,https://www.last.fm/music/David+Bowie
Paul McCartney,205121150,3111527,https://www.last.fm/music/My+Chemical+Romance
Of Monsters and Men,92961891,913189,https://www.last.fm/music/Phoebe+Bridgers
Lynyrd Skynyrd,259953657,4599075,https://www.last.fm/music/Daft+Punk
Empire of the Sun,165981763,3043787,https://www.last.fm/music/Panic%21+at+the+Disco
Lily Allen,1525553229,1160706,https://www.last.fm/music/BTS
Mike Posner,239191210,4544222,https://www.last.fm/music/Green+Day
The Wombats,74842881,2029805,https://www.last.fm/music/Kate+Bush
Train,81601959,2524454,https://www.last.fm/music/ABBA
Niall Horan,130662731,3606467,https://www.last.fm/music/MGMT
boy pablo,129956947,1634867,https://www.last.fm/music/Twenty+One+Pilots
ECCO2k,122921990,1943574,https://www.last.fm/music/Beach+House
Jay Rock,359986764,4700012,https://www.last.fm/music/Linkin+Park
John Legend,252053946,5198947,https://www.last.fm/music/The+Killers
Avenged Sevenfold,164272201,2285352,https://www.last.fm/music/Deftones
Megadeth,137441888,1853166,https://www.last.fm/music/One+Direction
Timbaland,36423613,974651,https://www.last.fm/music/Girl+In+Red
Jonas Brothers,65679501,791905,https://www.last.fm/music/Rosal%C3%ADa
JackBoys,84953175,3029899,https://www.last.fm/music/OneRepublic
Seafret,101414979,1485753,https://www.last.fm/music/The+1975
Modest Mouse,67425284,2021865,https://www.last.fm/music/Cage+the+Elephant
No Doubt,388719341,3781359,https://www.last.fm/music/Pink+Floyd
Alessia Cara,132602132,2952155,https://www.last.fm/music/Pixies
Russ,60995968,1425604,https://www.last.fm/music/Glass+Animals
The Garden,59884788,901472,https://www.last.fm/music/21+Savage
YNW Melly,137634443,1534518,https://www.last.fm/music/Charli+XCX
The Who,73151543,838613,https://www.last.fm/music/Trippie+Redd
Bebe Rexha,83921006,799253,https://www.last.fm/music/Bad+Bunny
NLE Choppa,337864835,3543069,https://www.last.fm/music/Metallica
Dave,104620659,1457932,https://www.last.fm/music/Halsey
Eliza Rose,231320222,4602170,https://www.last.fm/music/Foo+Fighters
Hans Zimmer,48825661,1172242,https://www.last.fm/music/Charlie+Puth
The Kinks,165628115,672325,https://www.last.fm/music/TWICE
24kgoldn,152698933,3748093,https://www.last.fm/music/Weezer
Phantogram,66477206,955305,https://www.last.fm/music/Marina
Yves Tumor,29345703,769405,https://www.last.fm/music/TV+Girl
Gym Class Heroes,32288099,1082475,https://www.last.fm/music/Willow
SunMi,195528792,3453158,https://www.last.fm/music/Fall+Out+Boy
Caroline Polachek,109135342,2021284,https://www.last.fm/music/Demi+Lovato
Patrick Watson,76589185,3299486,https://www.last.fm/music/OutKast
Alan Walker,60369757,1621331,https://www.last.fm/music/Hozier
Alesso,38622305,2181036,https://www.last.fm/music/Tears+for+Fears
Phil Collins,71772634,1444866,https://www.last.fm/music/Shawn+Mendes
Van Halen,81456488,1162220,https://www.last.fm/music/5+Seconds+of+Summer
Joy Again,55445386,984830,https://www.last.fm/music/Megan+Thee+Stallion
Solange,159057145,3366632,https://www.last.fm/music/The+Smashing+Pumpkins
Fitz and the Tantrums,72921679,3326712,https://www.last.fm/music/Chris+Brown
Lizzy McAlpine,91861093,4201318,https://www.last.fm/music/Black+Eyed+Peas
Disturbed,108643591,905747,https://www.last.fm/music/LIL+PEEP
H.E.R.,111748161,1500692,https://www.last.fm/music/Grimes
fujii kaze,394012982,4679613,https://www.last.fm/music/Muse
Bruno Major,39318999,700086,https://www.last.fm/music/Brent+Faiyaz
Nelly,47149639,1237464,https://www.last.fm/music/Khalid
Ken Carson,155885697,3394179,https://www.last.fm/music/Avril+Lavigne
Kero Kero Bonito,109876132,1729724,https://www.last.fm/music/Selena+Gomez
Fleet Foxes,273163004,4042433,https://www.last.fm/music/System+of+a+Down
Backstreet Boys,32383498,994547,https://www.last.fm/music/Lizzo
Placebo,205635369,3825285,https://www.last.fm/music/Madonna
Mareux,63047569,1135731,https://www.last.fm/music/MF+DOOM
Owl City,66498585,1015933,https://www.last.fm/music/Melanie+Martinez
Dr. Dog,176056418,2596655,https://www.last.fm/music/Sufjan+Stevens
Scorpions,68957629,816379,https://www.last.fm/music/Pop+Smoke
The Script,30147060,1859111,https://www.last.fm/music/DJ+Khaled
Eve,94139173,3112394,https://www.last.fm/music/Shakira
Keshi,115235042,963532,https://www.last.fm/music/BROCKHAMPTON
Zara Larsson,22337976,790610,https://www.last.fm/music/Lil+Wayne
fun.,177494235,2827389,https://www.last.fm/music/Slipknot
Max,32031417,859823,https://www.last.fm/music/Jack+Harlow
WET LEG,60815083,766220,https://www.last.fm/music/Denzel+Curry
Metric,37646426,883579,https://www.last.fm/music/Wallows
James Blake,190564246,4451504,https://www.last.fm/music/The+Rolling+Stones
K/DA,226742465,3543524,https://www.last.fm/music/Led+Zeppelin
Slayer,45513776,889857,https://www.last.fm/music/Joey+Bada$$
Estelle,35860763,854091,https://www.last.fm/music/Daniel+Caesar
Machine Girl,32302859,1397094,https://www.last.fm/music/Labrinth
Iggy Azalea,27076190,702180,https://www.last.fm/music/beabadoobee
Karol G,49254877,655648,https://www.last.fm/music/Rina+Sawayama
LCD Soundsystem,214609430,2987172,https://www.last.fm/music/Florence+%252B+the+Machine
Papa Roach,23760994,687501,https://www.last.fm/music/Men+I+Trust
Wolf Alice,50638801,698779,https://www.last.fm/music/Lil+Baby
George Harrison,70993066,948421,https://www.last.fm/music/Young+Thug
Kevin Abstract,27411242,1209795,https://www.last.fm/music/Marshmello
League of Legends,63191049,401653,https://www.last.fm/music/yeat
Massive Attack,47800943,931755,https://www.last.fm/music/The+Kid+LAROI
Falling in Reverse,26759830,640671,https://www.last.fm/music/pinkpantheress
Hailee Steinfeld,53823694,2446682,https://www.last.fm/music/Billy+Joel
Mumford & Sons,216641028,3565008,https://www.last.fm/music/blink-182
King Von,53116742,739530,https://www.last.fm/music/Ghost
A$AP Mob,32790812,564894,https://www.last.fm/music/Alex+G
CHUNG HA,57392096,2939201,https://www.last.fm/music/Nelly+Furtado
Mild High Club,109611128,2880201,https://www.last.fm/music/Sia
Skrillex,144096814,1652420,https://www.last.fm/music/Bring+Me+the+Horizon
Rosa Linn,15802522,573049,https://www.last.fm/music/omar+apollo
Kacey Musgraves,62241962,1365677,https://www.last.fm/music/Tove+Lo
ATEEZ,59602689,1145598,https://www.last.fm/music/Troye+Sivan
Lucy Dacus,60408472,2703974,https://www.last.fm/music/The+Notorious+B.I.G.
Ramones,35343369,757780,https://www.last.fm/music/Don+Toliver
Pi’erre Bourne,80187121,2806807,https://www.last.fm/music/2Pac
Sublime,182818084,4209598,https://www.last.fm/music/Oasis
Steely Dan,27833465,768784,https://www.last.fm/music/Kodak+Black
Portishead,16301446,821396,https://www.last.fm/music/Kesha
Ne-Yo,44646347,1509042,https://www.last.fm/music/The+Chainsmokers
The Pussycat Dolls,20835698,278939,https://www.last.fm/music/Ive
Stromae,56151734,3284504,https://www.last.fm/music/50+Cent
French Montana,37450838,1196553,https://www.last.fm/music/Cardi+B
Westside Gunn,92615293,570346,https://www.last.fm/music/Red+Velvet
Saba,90932228,3526983,https://www.last.fm/music/Justin+Timberlake
The All-American Rejects,151423621,2580712,https://www.last.fm/music/Bj%C3%B6rk
Have a Nice Life,57928425,1133278,https://www.last.fm/music/Cocteau+Twins
Yungblud,155412180,2519750,https://www.last.fm/music/Bon+Iver
taeyeon,29840035,868946,https://www.last.fm/music/Thundercat
Crumb,47192812,2695638,https://www.last.fm/music/Pitbull
Toby Fox,137524549,3822422,https://www.last.fm/music/Guns+N%27+Roses
Wham!,77442573,2455387,https://www.last.fm/music/Foster+the+People
Chloe x Halle,102910535,2598371,https://www.last.fm/music/Ellie+Goulding
Soccer Mommy,43057557,621656,https://www.last.fm/music/Gunna
Nardo Wick,118579185,3088703,https://www.last.fm/music/Amy+Winehouse
Molchat Doma,11268678,206985,https://www.last.fm/music/NewJeans
mxmtoon,25157094,477417,https://www.last.fm/music/Jid
Ms. Lauryn Hill,25457694,1880970,https://www.last.fm/music/Pharrell+Williams
6LACK,108315942,647163,https://www.last.fm/music/$uicideboy$
Jorja Smith,75268810,2141582,https://www.last.fm/music/Talking+Heads
HAIM,73038260,1667794,https://www.last.fm/music/Carly+Rae+Jepsen
The Rare Occasions,54560744,1161951,https://www.last.fm/music/Zayn
Kep1er,59448569,1074976,https://www.last.fm/music/Camila+Cabello
Claude Debussy,54906984,2226585,https://www.last.fm/music/Ti%C3%ABsto
Bill Withers,113320243,3405953,https://www.last.fm/music/Blur
SLEEPY HALLOW,67816469,2200327,https://www.last.fm/music/Avicii
Sweet Trip,126934499,2948804,https://www.last.fm/music/Black+Sabbath
Tool,36119330,835950,https://www.last.fm/music/Mother+Mother
The Fray,161146022,3317983,https://www.last.fm/music/AC%2FDC
Angel Olsen,35879365,731739,https://www.last.fm/music/Chief+Keef
Saweetie,29403331,765719,https://www.last.fm/music/M%C3%A5neskin
Magdalena Bay,34367776,828844,https://www.last.fm/music/Amin%C3%A9
Jeremih,33521493,1002655,https://www.last.fm/music/Migos
The National,25974928,1835962,"https://www.last.fm/music/Earth,+Wind+&+Fire"
Jack Stauber,25748457,726999,https://www.last.fm/music/Dominic+Fike
Rema,145079129,3549598,https://www.last.fm/music/The+White+Stripes
PNB Rock,55747018,1113232,https://www.last.fm/music/Madvillain
Sleeping at Last,29514555,671723,https://www.last.fm/music/Cavetown
Foals,45164766,709772,https://www.last.fm/music/Freddie+Gibbs
Fred again..,37084769,613154,https://www.last.fm/music/Chase+Atlantic
Siouxsie and the Banshees,24151041,646518,https://www.last.fm/music/Lil+Yachty
KYLE,38249679,973073,https://www.last.fm/music/Blackbear
Dolly Parton,43466918,972548,https://www.last.fm/music/Lauv
George Ezra,15669087,688057,https://www.last.fm/music/Dayglow
Quavo,108185091,1933547,https://www.last.fm/music/Aphex+Twin
Cordae,3052001,178845,https://www.last.fm/music/d4vd
Kodaline,12920710,606642,https://www.last.fm/music/Eyedress
Julia Michaels,31877918,1264037,https://www.last.fm/music/Mazzy+Star
Pabllo Vittar,140908368,441820,https://www.last.fm/music/TOMORROW+X+TOGETHER
Father John Misty,35108910,2076078,https://www.last.fm/music/Bee+Gees
lil skies,131520783,3178193,https://www.last.fm/music/Mariah+Carey
Thirty Seconds to Mars,25101185,702474,https://www.last.fm/music/Tory+Lanez
Sean Kingston,59107864,2871997,https://www.last.fm/music/The+Police
Jeff Buckley,30957963,639038,https://www.last.fm/music/Summer+Walker
Michael Bublé,101375150,2893210,https://www.last.fm/music/The+Clash
GhosteMane,47718075,1668066,https://www.last.fm/music/The+Lumineers
Novo Amor,13642661,663513,https://www.last.fm/music/Surf+Curse
